SCRAMID,SATISFACTION,KIDS_LT1Y,KIDS_1_4Y,KIDS_5_11Y,KIDS_12_17Y,ENRPUBCHK,ENRPRVCHK,ENRHMSCHK,ENROLLNONE,CHILDCARE,CHILDCARE_RSLT1,CHILDCARE_RSLT2,CHILDCARE_RSLT3,CHILDCARE_RSLT4,CHILDCARE_RSLT5,CHILDCARE_RSLT6,CHILDCARE_RSLT7,CHILDCARE_RSLT8,CHILDCARE_RSLT9,FRMLA_AGE,BABY_FED,FRMLA_DIFFCLT,WRKLOSSRV,ANYWORK,KINDWORK,RSNNOWRKRV,TWDAYS_RESP,SEEING,HEARING,MOBILITY,REMEMBERING,SELFCARE,UNDERSTAND,ANXIOUS,WORRY,INTEREST,DOWN,MHLTH_NEED,MHLTH_GET,MHLTH_SATISFD,MHLTH_DIFFCLT,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,SOCIAL1_first,SOCIAL2_first,SOCnew1,SOCnew2,FALLVAC_1,FALLVAC_2,RSVVACC,SHRTGMEDICAL1,SHRTGMEDICAL2,SHRTGMEDICAL3,SHRTGMEDICAL4,SHRTGMEDICAL5,SHRTGMED_RSP_ALT1,SHRTGMED_RSP_ALT2,SHRTGMED_RSP_ALT3,SHRTGMED_RSP_ALT4,SHRTGMED_RSP_ALT5,SHRTGMED_RSP_ALT6,SHRTGMED_RSP_ALT7,SHRTGMED_RSP_ALT8,SHRTGMED_RSP_ALT9,CURFOODSUF,CHILDFOOD,FOODRSNRV1,FOODRSNRV2,FOODRSNRV3,FOODRSNRV4,FREEFOOD,FDBENEFIT1,FDBENEFIT2,FDBENEFIT3,FDBENEFIT4,FDBENEFIT5,SCHLFDEXPNS,EXPNS_DIF,PRICECHNG,PRICESTRESS,PRICECONCRN,TENURE,RENTCUR,MORTCUR,EVICT,FORECLOSE,ENERGY,HSE_TEMP,ENRGY_BILL,TRANSPORT1,TRANSPORT2,TRANSPORT3,TRANSPORT4,TRANSPORT5,TRANSPORT6,TRANSPORT7,TRANSPORT8,TRANSPORT9,TRANSPORT10,TRANSPORT11,TRANSPORT12,ACCESS_TRANSP,NEEDS_TRANSP1,NEEDS_TRANSP2,NEEDS_TRANSP3,NEEDS_TRANSP4,NEEDS_TRANSP5,NEEDS_TRANSP6,NEEDS_TRANSP7,LIVENTERTAINMENT,ARTEXHIBIT,MOVIES,CREATEART,PARTINARTS,TRUST1,TRUST2_MILITARY,TRUST2_POLICE,TRUST2_SUPREME,TRUST2_PRESIDENCY,TRUST2_SCHOOLS,TRUST2_CRIMJUST,TRUST2_CONGRESS,TRUST2_CENSUS,TRUST2_STATISTICAL,FEDSTAT_TRUST,THHLD_NUMKID,TENROLLPUB,TENROLLPRV,TENROLLHMSCH,PWEIGHT,HWEIGHT,ESEX1,RRACE1,RHISPANIC1,TAGE1,TBIRTH_YEAR1,AHHLD_NUMKID,THHLD_NUMADULT,REDUC1,A_SEX1,A_AGE1,A_BIRTH_YEAR1,A_HISPANIC1,A_RACE1,A_EDUC1,MARITAL1
R00KHCB74,10.0,-99.0,1.0,-99.0,-99.0,,,,,2.0,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,3.0,,1.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,,,,12801.56992179949,6096.555991059364,1,1,1,45,1977,2,2,6,2,1,2,2,2,1,1.0
R00RN5YX5,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,2.0,2.0,,1.0,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,,,,50861.14241193391,25118.8434052039,2,1,1,65,1958,2,2,3,2,1,2,2,2,1,1.0
R00HUZJ57,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,0.0,,,,16510.388338427292,7783.708552292025,1,1,1,74,1948,2,2,4,2,1,2,2,2,1,1.0
R00OKVDS8,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,9.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,1.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,0.0,,,,130354.69818451164,40969.8814383704,2,1,2,47,1976,2,3,2,2,1,2,2,2,1,6.0
R00XF5P52,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,3.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,0.0,,,,16108.944919854464,15921.006899786997,2,1,1,60,1963,2,1,3,2,1,2,2,2,1,4.0
R009SS9D6,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,33465.46580662704,15937.426995540334,2,2,1,62,1960,2,2,3,2,1,2,2,2,1,1.0
R00LQW6P2,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,0.0,,,,73602.68397681735,24233.487561650272,2,3,1,54,1969,2,3,7,2,1,2,2,2,1,1.0
R00LM50R3,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,2.0,,1.0,1.0,,,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,,,,6221.8251034292525,5866.472947303262,2,1,1,53,1970,2,1,7,2,1,2,2,2,1,4.0
R00QB0JE7,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,2.0,,3.0,1.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,,,10491.932255077752,4946.3489985782135,1,3,1,71,1952,2,2,6,2,1,2,2,2,1,1.0
R00UA3VS3,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,4.0,,4.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,,,,8230.780696020776,8134.754752961456,2,2,1,39,1984,2,1,6,2,1,2,2,2,1,6.0
R00JQO5B4,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,4.0,,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,3.0,2.0,1.0,,,,,1.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,,,,69905.29083947293,33291.34803602498,2,2,1,64,1958,2,2,3,2,1,2,2,2,1,1.0
R00RTA328,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,4.0,,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,,2.0,1.0,2.0,2.0,1.0,,,,,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,1.0,2.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,,,,21116.02095772723,9955.002241618708,2,1,1,58,1964,2,2,4,2,1,2,2,2,1,6.0
R00FS3GR8,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,4.0,5.0,5.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,4.0,,4.0,1.0,,,,,2.0,1.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,0.0,,,,12510.357514896785,6178.502810941079,2,1,1,68,1955,2,2,6,2,1,2,2,2,1,1.0
R00QLF0W4,7.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,9.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,5.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,2.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,,,,12510.357514896785,6178.502810941079,2,1,1,72,1951,2,2,6,2,1,2,2,2,1,1.0
R008QB415,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,3.0,,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,0.0,,,,16637.765566593007,5481.219320500744,1,1,1,62,1961,2,3,6,2,1,2,2,2,1,1.0
R002OUII2,7.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,,-99.0,-99.0,1.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,2.0,,4.0,4.0,,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,0.0,,,,98091.11074251302,31142.948483143184,2,4,1,31,1992,2,3,3,2,1,2,2,2,1,4.0
R00PJLBE9,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,4.0,2.0,,3.0,1.0,,,,,2.0,2.0,2.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,0.0,,,,8739.35199753146,4316.112534614254,1,1,1,75,1948,2,2,7,2,1,2,2,2,1,1.0
R00V22HO4,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,2.0,,2.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0,,,,9346.832723666428,8902.578259852713,2,3,1,38,1984,2,1,7,2,1,2,2,2,1,6.0
R00QGK2M5,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,2.0,,2.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,,,,7453.694220633602,7366.734302340774,2,1,1,71,1952,2,1,5,2,1,2,2,2,1,3.0
R00JFK2G9,10.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,2.0,,2.0,1.0,,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,,,,6832.445012474426,3376.3665071555583,1,1,1,82,1941,2,2,6,2,1,2,2,2,1,1.0
R008XPI58,8.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,9.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,1.0,3.0,1.0,3.0,1.0,,,,1.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,,,,6424.118217840536,6349.1700406292375,2,1,2,55,1968,2,1,7,2,1,2,2,1,1,4.0
R00ZRU788,10.0,-99.0,-99.0,1.0,1.0,1.0,1.0,-99.0,-99.0,2.0,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,1.0,2.0,,2.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,-99.0,-99.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,-99.0,6246.206551837257,5889.461878223676,1,1,1,49,1974,2,1,7,2,1,2,2,2,1,6.0
R00C84FC6,4.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,4.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,4.0,,1.0,-99.0,-99.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,3.0,1.0,1.0,1.0,3.0,1.0,,,,2.0,2.0,2.0,-99.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,82787.65277228039,78852.76002517682,2,1,2,32,1991,2,1,4,2,1,2,2,1,1,4.0
R001OCQM4,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,2.0,2.0,,3.0,3.0,1.0,,,,2.0,2.0,2.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,,,,12282.95994374234,6066.197744446701,2,1,1,40,1982,2,2,6,2,1,2,2,2,1,1.0
R00M4L0O8,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,1.0,,,,,2.0,2.0,2.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,-99.0,-99.0,1.0,-99.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,,,,41958.37719672602,20734.4309691443,2,1,1,73,1949,2,2,3,2,1,2,2,2,1,1.0
R008L3EZ9,9.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,1.0,3.0,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,2.0,,,,,,,,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,0.0,,,,28052.655797090603,13359.65727716295,1,1,1,33,1990,2,2,6,2,1,2,2,2,1,1.0
R00ZB6HR6,8.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,5.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,-99.0,2.0,4.0,5.0,5.0,-99.0,1.0,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,,,1.0,,,,,,2.0,-99.0,-99.0,-99.0,-99.0,1.0,,1.0,2.0,,1.0,2.0,,1.0,,,2.0,2.0,2.0,1.0,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,,,,6832.445012474426,3376.3665071555583,1,1,1,70,1953,2,2,6,2,1,2,2,2,1,1.0
